"InChI=1S/C26H34N4O6/c1-15-12-30(25(32)18-6-7-18)16(2)14-35-22-9-8-19(27-24(31)21-10-17(3)36-28-21)11-20(22)26(33)29(4)13-23(15)34-5/h8-11,15-16,18,23H,6-7,12-14H2,1-5H3,(H,27,31)/t15-,16-,23-/m0/s1"
"InChI=1S/C28H40N4O4/c1-6-14-29-28(34)30-23-12-13-24-25(15-23)36-19-21(3)32(17-22-10-8-7-9-11-22)16-20(2)26(35-5)18-31(4)27(24)33/h7-13,15,20-21,26H,6,14,16-19H2,1-5H3,(H2,29,30,34)/t20-,21+,26-/m0/s1"
"InChI=1S/C27H43N3O5/c1-19-14-30(15-21-9-7-6-8-10-21)20(2)17-35-24-12-11-22(28-26(31)18-33-4)13-23(24)27(32)29(3)16-25(19)34-5/h11-13,19-21,25H,6-10,14-18H2,1-5H3,(H,28,31)/t19-,20-,25+/m0/s1"
"InChI=1S/C27H43N3O5/c1-19-14-30(15-21-9-7-6-8-10-21)20(2)17-35-24-12-11-22(28-26(31)18-33-4)13-23(24)27(32)29(3)16-25(19)34-5/h11-13,19-21,25H,6-10,14-18H2,1-5H3,(H,28,31)/t19-,20-,25+/m1/s1"
"InChI=1S/C25H33FN4O4/c1-16-13-29(3)17(2)15-34-22-12-18(27-25(32)28-21-9-7-6-8-20(21)26)10-11-19(22)24(31)30(4)14-23(16)33-5/h6-12,16-17,23H,13-15H2,1-5H3,(H2,27,28,32)/t16-,17-,23+/m0/s1"
"InChI=1S/C27H43N3O5/c1-19-14-30(15-21-9-7-6-8-10-21)20(2)17-35-24-12-11-22(28-26(31)18-33-4)13-23(24)27(32)29(3)16-25(19)34-5/h11-13,19-21,25H,6-10,14-18H2,1-5H3,(H,28,31)/t19-,20-,25-/m1/s1"
"InChI=1S/C27H35N3O6/c1-17-14-30(19(3)31)18(2)16-36-24-13-21(28-26(32)20-7-10-22(34-5)11-8-20)9-12-23(24)27(33)29(4)15-25(17)35-6/h7-13,17-18,25H,14-16H2,1-6H3,(H,28,32)/t17-,18+,25+/m1/s1"
"InChI=1S/C28H40N4O4/c1-6-14-29-28(34)30-23-12-13-24-25(15-23)36-19-21(3)32(17-22-10-8-7-9-11-22)16-20(2)26(35-5)18-31(4)27(24)33/h7-13,15,20-21,26H,6,14,16-19H2,1-5H3,(H2,29,30,34)/t20-,21+,26+/m1/s1"
"InChI=1S/C27H35N3O6/c1-17-14-30(19(3)31)18(2)16-36-24-13-21(28-26(32)20-7-10-22(34-5)11-8-20)9-12-23(24)27(33)29(4)15-25(17)35-6/h7-13,17-18,25H,14-16H2,1-6H3,(H,28,32)/t17-,18-,25+/m1/s1"
"InChI=1S/C25H33FN4O4/c1-16-13-29(3)17(2)15-34-22-12-18(27-25(32)28-21-9-7-6-8-20(21)26)10-11-19(22)24(31)30(4)14-23(16)33-5/h6-12,16-17,23H,13-15H2,1-5H3,(H2,27,28,32)/t16-,17-,23-/m0/s1"
"InChI=1S/C25H34N4O4/c1-17-13-29(14-20-8-10-26-11-9-20)18(2)16-33-23-12-21(27-19(3)30)6-7-22(23)25(31)28(4)15-24(17)32-5/h6-12,17-18,24H,13-16H2,1-5H3,(H,27,30)/t17-,18-,24-/m1/s1"
"InChI=1S/C26H35N5O5/c1-6-7-24(32)29-19-8-9-22-20(12-19)25(33)30(4)15-23(35-5)17(2)14-31(18(3)16-36-22)26(34)21-13-27-10-11-28-21/h8-13,17-18,23H,6-7,14-16H2,1-5H3,(H,29,32)/t17-,18-,23+/m1/s1"
"InChI=1S/C25H33FN4O4/c1-16-13-29(3)17(2)15-34-22-12-18(27-25(32)28-21-9-7-6-8-20(21)26)10-11-19(22)24(31)30(4)14-23(16)33-5/h6-12,16-17,23H,13-15H2,1-5H3,(H2,27,28,32)/t16-,17+,23+/m0/s1"
"InChI=1S/C25H33FN4O4/c1-16-13-29(3)17(2)15-34-22-12-18(27-25(32)28-21-9-7-6-8-20(21)26)10-11-19(22)24(31)30(4)14-23(16)33-5/h6-12,16-17,23H,13-15H2,1-5H3,(H2,27,28,32)/t16-,17+,23-/m1/s1"
"InChI=1S/C26H40N4O5/c1-17-14-30(19(3)31)18(2)16-35-23-12-11-21(28-26(33)27-20-9-7-6-8-10-20)13-22(23)25(32)29(4)15-24(17)34-5/h11-13,17-18,20,24H,6-10,14-16H2,1-5H3,(H2,27,28,33)/t17-,18+,24-/m0/s1"
"InChI=1S/C26H40N4O5/c1-17-14-30(19(3)31)18(2)16-35-23-12-11-21(28-26(33)27-20-9-7-6-8-10-20)13-22(23)25(32)29(4)15-24(17)34-5/h11-13,17-18,20,24H,6-10,14-16H2,1-5H3,(H2,27,28,33)/t17-,18-,24+/m1/s1"
