"InChI=1S/C28H39N3O5/c1-19-15-31(20(2)18-32)28(33)24-13-22(23-7-5-6-8-25(23)34-4)14-29-27(24)36-26(19)17-30(3)16-21-9-11-35-12-10-21/h5-8,13-14,19-21,26,32H,9-12,15-18H2,1-4H3/t19-,20-,26-/m0/s1"
"InChI=1S/C23H33N5O5S/c1-5-8-26-23(30)27(4)13-21-16(2)12-28(17(3)14-29)34(31,32)22-7-6-18(9-20(22)33-21)19-10-24-15-25-11-19/h6-7,9-11,15-17,21,29H,5,8,12-14H2,1-4H3,(H,26,30)/t16-,17+,21-/m0/s1"
"InChI=1S/C30H39N3O7S/c1-21-18-33(22(2)20-34)41(37,38)28-11-10-23(12-15-30(36)13-5-6-14-30)16-26(28)40-27(21)19-32(3)29(35)31-24-8-7-9-25(17-24)39-4/h7-11,16-17,21-22,27,34,36H,5-6,13-14,18-20H2,1-4H3,(H,31,35)/t21-,22+,27-/m0/s1"
"InChI=1S/C23H35N3O6S/c1-15(2)24-23(29)25(6)13-21-16(3)12-26(17(4)14-27)33(30,31)22-10-9-19(8-7-18(5)28)11-20(22)32-21/h9-11,15-18,21,27-28H,12-14H2,1-6H3,(H,24,29)/t16-,17+,18-,21-/m0/s1"
"InChI=1S/C23H35N3O6S/c1-15(2)24-23(29)25(6)13-21-16(3)12-26(17(4)14-27)33(30,31)22-10-9-19(8-7-18(5)28)11-20(22)32-21/h9-11,15-18,21,27-28H,12-14H2,1-6H3,(H,24,29)/t16-,17+,18-,21-/m1/s1"
"InChI=1S/C26H40N2O5S/c1-5-6-7-8-22-9-10-26-24(15-22)33-25(18-27(4)17-23-11-13-32-14-12-23)20(2)16-28(21(3)19-29)34(26,30)31/h9-10,15,20-21,23,25,29H,5-6,11-14,16-19H2,1-4H3/t20-,21+,25+/m1/s1"
"InChI=1S/C26H35N3O4S/c1-19-15-29(20(2)18-30)34(31,32)26-12-11-22(21-8-4-5-9-21)14-24(26)33-25(19)17-28(3)16-23-10-6-7-13-27-23/h6-8,10-14,19-20,25,30H,4-5,9,15-18H2,1-3H3/t19-,20+,25+/m1/s1"
"InChI=1S/C26H30F2N4O5/c1-16-13-32(17(2)15-33)25(34)20-10-18(6-5-9-36-4)12-29-24(20)37-23(16)14-31(3)26(35)30-22-11-19(27)7-8-21(22)28/h7-8,10-12,16-17,23,33H,9,13-15H2,1-4H3,(H,30,35)/t16-,17-,23+/m1/s1"
"InChI=1S/C28H38N2O7S/c1-19-16-30(20(2)18-31)38(33,34)27-9-8-23(22-6-5-7-24(14-22)35-4)15-25(27)37-26(19)17-29(3)28(32)21-10-12-36-13-11-21/h5-9,14-15,19-21,26,31H,10-13,16-18H2,1-4H3/t19-,20+,26-/m1/s1"
"InChI=1S/C23H33N5O5S/c1-5-8-26-23(30)27(4)13-21-16(2)12-28(17(3)14-29)34(31,32)22-7-6-18(9-20(22)33-21)19-10-24-15-25-11-19/h6-7,9-11,15-17,21,29H,5,8,12-14H2,1-4H3,(H,26,30)/t16-,17+,21+/m0/s1"
"InChI=1S/C23H30N4O5/c1-15-12-27(16(2)14-28)22(29)19-6-5-11-24-21(19)32-20(15)13-26(3)23(30)25-17-7-9-18(31-4)10-8-17/h5-11,15-16,20,28H,12-14H2,1-4H3,(H,25,30)/t15-,16+,20-/m0/s1"
"InChI=1S/C29H36FN3O5S/c1-20-17-33(21(2)19-34)29(35)26-14-23(13-12-22-8-5-4-6-9-22)16-31-28(26)38-27(20)18-32(3)39(36,37)25-11-7-10-24(30)15-25/h7,10-11,14-16,20-22,27,34H,4-6,8-9,17-19H2,1-3H3/t20-,21+,27+/m1/s1"
"InChI=1S/C26H40N2O5S/c1-5-6-7-8-22-9-10-26-24(15-22)33-25(18-27(4)17-23-11-13-32-14-12-23)20(2)16-28(21(3)19-29)34(26,30)31/h9-10,15,20-21,23,25,29H,5-6,11-14,16-19H2,1-4H3/t20-,21+,25-/m1/s1"
"InChI=1S/C27H36N2O5S/c1-18-5-9-22(10-6-18)23-11-12-26-24(14-23)34-25(16-28(4)27(31)13-21-7-8-21)19(2)15-29(20(3)17-30)35(26,32)33/h5-6,9-12,14,19-21,25,30H,7-8,13,15-17H2,1-4H3/t19-,20+,25-/m0/s1"
"InChI=1S/C28H42N4O4/c1-5-6-8-11-23-16-24-27(29-17-23)36-25(21(2)18-32(28(24)35)22(3)20-33)19-30(4)26(34)12-15-31-13-9-7-10-14-31/h16-17,21-22,25,33H,5-7,9-10,12-15,18-20H2,1-4H3/t21-,22-,25-/m1/s1"
"InChI=1S/C23H35N3O6S/c1-15(2)24-23(29)25(6)13-21-16(3)12-26(17(4)14-27)33(30,31)22-10-9-19(8-7-18(5)28)11-20(22)32-21/h9-11,15-18,21,27-28H,12-14H2,1-6H3,(H,24,29)/t16-,17-,18+,21-/m1/s1"
"InChI=1S/C30H34N4O4/c1-21-18-34(22(2)20-35)30(37)26-14-25(12-11-23-8-5-4-6-9-23)17-32-29(26)38-27(21)19-33(3)28(36)15-24-10-7-13-31-16-24/h4-14,16-17,21-22,27,35H,15,18-20H2,1-3H3/b12-11+/t21-,22+,27+/m0/s1"
"InChI=1S/C26H35N3O4S/c1-19-15-29(20(2)18-30)34(31,32)26-12-11-22(21-8-4-5-9-21)14-24(26)33-25(19)17-28(3)16-23-10-6-7-13-27-23/h6-8,10-14,19-20,25,30H,4-5,9,15-18H2,1-3H3/t19-,20-,25+/m1/s1"
"InChI=1S/C28H39N3O6/c1-19-16-31(20(2)18-32)27(34)23-14-21(6-11-28(35)9-4-5-10-28)15-29-25(23)37-24(19)17-30(3)26(33)22-7-12-36-13-8-22/h14-15,19-20,22,24,32,35H,4-5,7-10,12-13,16-18H2,1-3H3/t19-,20+,24+/m0/s1"
"InChI=1S/C28H39N3O5/c1-19-15-31(20(2)18-32)28(33)24-13-22(23-7-5-6-8-25(23)34-4)14-29-27(24)36-26(19)17-30(3)16-21-9-11-35-12-10-21/h5-8,13-14,19-21,26,32H,9-12,15-18H2,1-4H3/t19-,20+,26+/m1/s1"
"InChI=1S/C29H40N4O6S/c1-19-16-33(20(2)18-34)40(36,37)27-14-13-24(12-8-11-23-9-6-7-10-23)15-25(27)38-26(19)17-32(5)29(35)30-28-21(3)31-39-22(28)4/h13-15,19-20,23,26,34H,6-7,9-11,16-18H2,1-5H3,(H,30,35)/t19-,20-,26+/m1/s1"
"InChI=1S/C29H37N3O7S/c1-19-15-32(20(2)17-33)40(35,36)28-12-9-22(21-7-5-4-6-8-21)13-26(28)39-27(19)16-31(3)29(34)30-23-10-11-24-25(14-23)38-18-37-24/h7,9-14,19-20,27,33H,4-6,8,15-18H2,1-3H3,(H,30,34)/t19-,20-,27+/m1/s1"
"InChI=1S/C28H31N5O3/c1-19-15-33(20(2)18-34)28(35)25-11-24(23-8-4-6-21(10-23)12-29)14-31-27(25)36-26(19)17-32(3)16-22-7-5-9-30-13-22/h4-11,13-14,19-20,26,34H,15-18H2,1-3H3/t19-,20-,26+/m1/s1"
"InChI=1S/C28H33N3O6S/c1-19-16-31(20(2)18-32)38(34,35)27-12-11-21(23-9-5-6-10-24(23)36-4)14-25(27)37-26(19)17-30(3)28(33)22-8-7-13-29-15-22/h5-15,19-20,26,32H,16-18H2,1-4H3/t19-,20-,26-/m1/s1"
"InChI=1S/C30H35N3O5S/c1-22-18-33(23(2)21-34)39(35,36)30-14-12-24(11-13-26-9-5-6-10-27(26)37-4)16-28(30)38-29(22)20-32(3)19-25-8-7-15-31-17-25/h5-10,12,14-17,22-23,29,34H,18-21H2,1-4H3/t22-,23+,29-/m1/s1"
"InChI=1S/C27H31FN2O5S/c1-18-15-30(19(2)17-31)36(33,34)26-12-11-21(10-9-20-7-8-20)13-24(26)35-25(18)16-29(3)27(32)22-5-4-6-23(28)14-22/h4-6,11-14,18-20,25,31H,7-8,15-17H2,1-3H3/t18-,19-,25-/m1/s1"
